ProductKey,CultureName,ProductDescription
277,Gujrati,"????? ???? ?????? HL ????? ??????? ??? ?? ???? ? ??????????? ????? ????????? ????? ML ?? ?????????? ?? ???? ????? ????-?????, ???? ?????? ????? ?????? ??????? ?????? ??? ??. ?????? ??????? ???????. "
277,Hindi,??? ??????????? ????? ?? ????? ???? ??????? HL ????? ???? ?? ??? ?? ???? ???? ML ??? ?????? ?????? ?????? ???? ?? ??? ???? ???? ????? ?? ??? ???? ?? ?? ????? ??? ???? ????-????? ???? ??. ????? ???????. 
277,Hungarian,A legfels? kategóriás HL vázzal egyez? alumíniumötvözetb?l készült ML váz pehelykönny? alsó csövét az optimális szilárdság eléréséhez szükséges átmér?j?re martuk. Férfi változat.
277,Icelandic,ML-stellið smíðað úr sömu álblöndu og HL-stellið og er búið léttri niðurstöng sem skorin er af nákvæmni með þvermáli sem skilar bestum styrk. Karlastell.
277,Indonesian,"Terbuat dari alloy aluminium yang sama seperti rangka HL kami yang terdepan, ML dilengkapi pipa bawah ringan yang diproses dengan diameter yang tepat untuk kekuatan optimal. Model untuk pria."
277,Inuktitut,"nFC/s/z nNymJ6 x0pzi4 m3Dwoz]J2 nFC/s/s2 tu5tx?os3ymi3XK5 HL, b4fxl ML se5goxEym1uJ5 h9lozl N7mtx6gu4 namic3Li n8qdt4nzk5."
277,Irish,Tá an ML  déanta den chóimhiotal alúmanaim céanna is atá an fráma is foirfe HL agus tá fánphíobán éadrom ann atá muilleáilte chun an cumhacht optamach a sholáthar. Leagan na bhfear. 
277,Italian,Il modello ML è realizzato nella medesima lega di alluminio utilizzata per il telaio HL alto di gamma ed è dotato di un tubo obliquo leggero con un diametro che consente di offrire la resistenza ottimale. Modello da uomo.
277,Kannada,?????????? ???? ??????????? HL ?????? ??????? ?????????? ??????? ML ?????? ????? ???? ???????? ????????? ??????? ??????? ?????? ???????????.  
277,Kazakh,?? ????? HL ?????????? ?????? ???????? ?????????? ???????? ML ?????????? ????? ??????? ?????? ?? ?????? ???????? ???? ??????? ?????????? ??????. ??????? ????????.
277,Konkani,"???? ???? HL ?????? ???????? ?????? ????????? ????? ???? ??????, ML ??? ????????? ????????? ???? ?????? ????? ???? ???????? ????? ?? ??? ????? ????? ??????????? ???. ?????????? ???????.    "
277,Korean,??? HL ???? ??? ???? ??? ???? ML ???? ??? ??? ??? ? ?? ??? ??? ?? ??? ???? ?? ??? ??????. (???)
277,Latvian,"ML ir izgatavots no t?da paša alum?nija sakaus?juma k? m?su augst?k?s klases HL r?mis, un tam ir viegla apakš?j? caurule ar teicamu diametru, kas nodrošina optim?lu stipr?bu. Paredz?ts v?riešiem."
277,Lithuanian,"Pagamintas iš tokio pat aliuminio lydinio, kaip ir geriausi HL r?mai, ML yra lengvas apatinis r?mo vamzdis, apdirbtas stakl?mis iki tobulo skersmens, kad b?t? optimalaus stiprumo. Vyriška versija."
277,Luxenbourgish,"Den ML-Kader ass aus der selwechter Aluminumskomposition wéi eisen Top-HL-Kader, an huet een liichten Tube mat engem perfekten Duerchmiesser fir eng optimal Stabilitéit. Versioun fir Männer."
277,Macedonian,"????????? ?? ?????? ???????????? ?????? ???? ? ?????? ????? HL ?????, ML ??????? ???????? ????? ??????? ????? ?????????? ?? ?????????? ????????? ?? ????????? ???????????. ????? ???????. "
277,Malaysian,"Diperbuat daripada aloi aluminium yang sama dengan keluaran rangka HL terunggul kami, ML mencirikan tiub ke bawah yang ringan yang ditempa ke diameter tepat untuk kekuatan optimum. Versi lelaki."
277,Maori,"Ko t?tahi ?huatanga o te ML he p? whakaheke m?m? te taumaha i waihangatia kia tino tika rawa atu te rangiwhiti kia tino kaha rawa atu ai. Kia m?hio mai kua hang? t?nei ki taua p?hi konganuku konumohe an? i mahia ai t? m?tou tino anga, ar?, ko te HL. Ko t? te t?ne whakaaturanga t?nei."
277,Marathi,?????? ????????? ???????? ??????????? ????????????? ????????????? HL ?????????????? ????????? ML ?? ??????????????? ??????????? ?????? ?????????? ???? ???? ???????????? ??? ?????? ?????????????? ?????? ?????? ????-????? ???.
277,Nepali,"?????? ?? ????? ?????? HL ??????? ?????? ???? ????????? ?????? ?????, ML ?? ??????????? ?????? ?? ????????? ???? ???? ????? ???? ????? ?????? ?????. ?????????? ????????."
277,Norwegian,"ML er laget av den samme aluminiumslegeringen som vår toppmodell, HL-rammen, og har et lett underrør som er frest til den perfekte diameteren for optimal styrke. Herremodell."
277,Nynorsk,"ML er laga av den same aluminiumslegeringa som toppmodellen vår, HL-ramma, og har eit lett underrøyr som er frest til den perfekte diameteren for optimal styrke. Herremodell."
277,Pashto,"ML ? ??? ????????  ???????? ??? ??? ??? ? ??? ?? ?? ????? ?? ???? ????  ????? HL ??? ???? ML ? ??? ??? ?? ? ??????? ???? ? ????? ??? ? ???? ??? ? ?? ?????? ????????? ??. ? ?????? ?????"
277,Polish,"Wykonana z tego samego stopu aluminium, co najbardziej zaawansowana rama HL, rama ML zawiera lekk? rur? doln?, której ?rednic? dobrano pod k?tem optymalnej wytrzyma?o?ci. Wersja m?ska."
277,Portuguese (European),"Feita a partir da mesma liga de alumínio que a nossa estrutura HL topo de gama, a ML apresenta um espigão de selim leve com o diâmetro perfeito para níveis de desempenho óptimos. Versão masculina."
277,Punjabi,"????????? ?? ??? ????? ??? ??? ????? ???, ??? ??? ???? ?? ??? ???? HL ????? ???? ????? ??, ML ???? ????-???? ?? ???? ??? ?? ??? ?????? ?????? ??? ????? ??????? ???? ????? ??? ?????? ?? ???????"
277,Quecha,"HL siqipi akllasqa sumaq aluminyupi hinam, ML pipas kantaq huk mana llasaq tubu ruyru kuchusqa ancha qaqay. Qarikunapaq."
277,Romanian,"Realizat din acela?i aliaj de aluminiu ca ?i performantul nostru cadru HL, ML dispune de o por?iune descendent? u?oar? a cadrului, frezat? la diametrul ideal pentru o rezisten?? optim?. Versiune pentru biciclete b?rb?te?ti."
277,Rumansh,"Il rom ML or dal medem liament d'aluminium sco il rom HL da qualitad superiura, dispona d'in bischen lev cun in diameter perfetg per ina stabilitad optimala. Versiun per umens."
277,Russian,"????????? ?? ???? ?? ???????????? ??????, ??? ? ????? ?????? — ?????? HL, ???? ML ??????????????? ?????? ?????? ?????? ????, ??????????????? ?? ?????????? ????????, ??????????????? ??????????? ?????????. ??????? ??????."
277,Serbian - Cyrillic,"????????? ?? ???? ?????? ??????????? ??? ? ??? ???????? HL ???, ML ????????? ????? ???? ? ???????? ???????? ?? ???????? ?????. ????? ???????."
277,Serbian - Latin,"Napravljen od iste legure aluminijuma kao i naš vrhunski HL ram, ML raspolaže lakom cevi i idealnim promerom za savršenu snagu. Muška verzija."
277,Slovak,"Rám ML je vyrobený z rovnakej zliatiny hliníka ako náš najlepší rad rámov HL a vyniká ?ahkou spodnou rámovou rúrkou, ktorá v?aka vytvarovaniu do perfektného priemeru zaru?uje ideálnu pevnos?. Pánska verzia."
277,Slovenian,"Okvir ML ima izjemno lahko spodnjo cev s premerom, ki omogo?a najve?jo trdnost, in je narejen iz enake aluminijeve zlitine kot okvir najvišjega razreda HL. Moška razli?ica."
277,Spanish,"De la misma aleación de aluminio que nuestro cuadro HL de gama superior, el ML incluye un tubo descendente ligero cortado en un diámetro perfecto para una fuerza óptima. Para hombres."
277,Swahili,"Kwa kuwa imeundwa toka kwa aloi moja ya alumini kama fremu yetu ya hali ya juu ya HL,  ML ina tyubu ya chini yenye uzani mdogo iliyotengezwa kwa upana unaofaa kwa nguvu bora. Toleo la wanaume."
277,Swedish,ML-lättviktsramen som är tillverkad av samma aluminiumlegering som vår bästa HL-ram och är utformad för optimal styrka. Herrmodell.
277,Tamil,"????????? ??????? HL ????????? ???? ??? ???????? ?????? ?????????? ????????????????????, ??????????? ?????????? ?????? ???????? ????????? ??????????? ????? ?????????? ?????? ML ???????????. ??????????? ??????."
277,Telugu,?? ?????????? HL ?????? ?????? ??? ??????????? ?????? ?????? ?????? ML  ??????? ??????? ???? ????????? ?????????? ???? ??????? ???????? ????-?????? ?????????? ????.   ??????? ???????.
277,Tswana,"E dirilwe ka motswakotshipi wa aluminiamo o o tshwanang le wa foreimi ya rona ya HL ya maemo-a-godimo, ML e na le tšhupu-tlase e e boimatlhofo e e dirilweng go nna le molagare o o siametseng maatla a a magolo. Mofuta wa banna.  "
277,Ukrainian,"???? ????? ML ?????????????? ? ???????????? ??????, ?? ???????????????? ??? ??? ???????????? ??? ????????? ????? HL. ??????????? ???????????? ????? ??? ??? ???????????? ?? ????????, ?? ?????????? ?????????? ????????. ?????? ??? ?????????."
277,Urdu,"????? ???? ?? ???? HL ???? ?? ??? ????? ??????? ????? ????? ?? ???? ???? ML ??? ??? ???? ???? ???? ?? ?????? ??? ???? ?? ?? ????? ???? ?? ??? ???? ??? ??? ??? ??? ??? ????? ?? ?????"
277,Vietnamese,"????c la?m t?? h??p kim nhôm giô?ng v??i khung HL châ?t l???ng ha?ng ?â?u, khung ML co? ???c ?iê?m la? thanh ???ng nhe? v??i ????ng ki?nh phu? h??p nhâ?t nh??m ?a?m ba?o ?ô? bê?n tô?i ?u. Kiê?u xe nam."
277,Welsh,"Wedi ei wneud o'r un aloi alwminiwm â'n ffrâm HL blaenaf, mae'r ML yn cynnwys tiwb lawr ysgafn wedi ei lifanu i'r diamedr perffaith ar gyfer cryfder optimaidd. Fersiwn dynion."
277,Zulu,"Yakhiwe ngengxube yensimbi ye-aluminiyamu efana neyefremu lethu le HL elisezingeni eliphezulu, i ML ineshubhu eliphansi elinesisindo esilula elenziwe laba idayamitha ekahle ukunika amandla amakhulu. Isihumusho sabesilisa."
278,Afrikaans,"Die ML, wat gemaak word van dieselfde aluminium-allooi as ons topreeks HL-raam, spog met ’n liggewig onderste pyp wat vir optimale krag tot die perfekte deursnee gekartel is. Weergawe vir mans."
278,Albanian,"I prodhuar nga i njëjti aliazh alumini me atë të trupit tonë HL me cilësinë më të mirë, ML ka një tub të pjerrët me peshë të lehtë, i frezuar në një diametër të përkryer, për të dhënë një rezistencë optimale. Versioni për burra. "
278,Basque,Bere kategoriako onena den gure HL markoa bezalako aluminio aleazioarekin eginda dago ML markoa eta beheko barra arinari diametro perfektoaren forma eman diogu erresistentzia ezin hobea eskaintzeko. Gizonentzako bertsioa.
278,Bosnian (Cyrillic),"????????? ?? ???? ?????? ??????????? ??? ? ??? ???????? HL ???, ML ????????? ????? ???? ? ???????? ???????? ?? ???????? ?????. ????? ???????."
278,Bosnian (Latin),"Napravljen od iste legure aluminijuma kao i naš vrhunski HL ram, ML raspolaže lakom cevi i idealnim promerom za savršenu snagu. Muška verzija."
278,Brazilian,"Feito com a mesma liga de alumínio que nosso quadro HL topo de linha, o ML tem um tubo inferior leve fresado para ter o diâmetro perfeito e a resistência ideal. Versão masculina."
278,Bulgarian,"????????? ?? ?????? ?????????? ????? ???? ?????? ???????????????? HL ?????, ML ??????? ?? ???????? ? ???? ??????? ?????, ????????? ? ???????? ???????? ?? ????????? ????????. ????? ??????."
278,Catalan,"Fabricat amb el mateix aliatge d'alumini que el nostre quadre de primera qualitat HL, l'ML té un quadre inferior lleuger fresat al diàmetre perfecte per a una resistència òptima. Versió per a homes."
278,Chinese - Hongkong,ML ?????????? HL ?????????????????????????????????????????????????
278,Chinese - Trad,ML ?????????? HL ???????????????????????????????????????????????????
278,Croatian,"Izra?en od iste aluminijske legure kao i naš najbolji okvir HL, ML se sastoji od lagane donje cijevi valjane na savršeni promjer za optimalnu ?vrsto?u. Muška verzija."
278,Czech,Rám ML je vyroben ze stejné hliníkové slitiny jako rám HL z nejvyšší ?ady. Dolní rámová trubka je vyfrézovaná do dokonalého pr?m?ru pro optimální pevnost.
278,Danish,"ML-stellet, der er lavet af den samme aluminiumblanding som vores topmodel HL-stellet, har et letvægtsskrårør, der er udformet, så det giver optimal styrke. Model til mænd."
278,Dutch,Het ML-frame is van dezelfde aluminiumlegering als ons eersteklas HL-frame. Voor optimale kracht is de lichtgewicht onderste framebuis op de perfecte diameter gefreesd. Herenversie.
278,Estonian,"Meie tipptootega, HL-raamiga, samast alumiiniumsulamist valmistatud ML-i iseloomustab kerge kaaluga raamitoru, mille läbimõõt on optimaalse tugevuse saavutamiseks täpselt välja arvestatud. Meeste mudel."
278,Farsi,"??? ML ?? ?? ???? ????? ?????????? ??? ????? ?? ??? HL ?? ????? ??? ???? ?? ???? ??? ???? ??? ?? ?????? ??? ????? ???? ???? ??????? ???? ?? ???? ?? ????. ??? ??????."
278,Finnish,"ML-runko on valmistettu samasta alumiiniseoksesta kuin HL-huippurunkomme, ja sen kevyt alaputki on työstetty halkaisijaltaan optimaaliseksi kestävyyttä ajatellen. Miesten malli."
278,Galician,"Feito coa mesma aliaxe de aluminio que os nosos cadros de gama alta HL, o ML dispón dun tubo pola parte de abaixo lixeiro, feito no diámetro xusto para acadar a resistencia óptima. Versión para homes."
278,Greek,"?????????????? ??? ?? ???? ????? ?????????? ?? ?? ???????? ??????? HL, ?? ML ???????? ???? ??????, ?????? ?????? ??? ?????????? ?? ?????? ???????? ??? ??????? ??????. ?????? ??? ??????."
278,Gujrati,"????? ???? ?????? HL ????? ??????? ??? ?? ???? ? ??????????? ????? ????????? ????? ML ?? ?????????? ?? ???? ????? ????-?????, ???? ?????? ????? ?????? ??????? ?????? ??? ??. ?????? ??????? ???????. "
278,Hindi,??? ??????????? ????? ?? ????? ???? ??????? HL ????? ???? ?? ??? ?? ???? ???? ML ??? ?????? ?????? ?????? ???? ?? ??? ???? ???? ????? ?? ??? ???? ?? ?? ????? ??? ???? ????-????? ???? ??. ????? ???????. 
278,Hungarian,A legfels? kategóriás HL vázzal egyez? alumíniumötvözetb?l készült ML váz pehelykönny? alsó csövét az optimális szilárdság eléréséhez szükséges átmér?j?re martuk. Férfi változat.
278,Icelandic,ML-stellið smíðað úr sömu álblöndu og HL-stellið og er búið léttri niðurstöng sem skorin er af nákvæmni með þvermáli sem skilar bestum styrk. Karlastell.
278,Indonesian,"Terbuat dari alloy aluminium yang sama seperti rangka HL kami yang terdepan, ML dilengkapi pipa bawah ringan yang diproses dengan diameter yang tepat untuk kekuatan optimal. Model untuk pria."
278,Inuktitut,"nFC/s/z nNymJ6 x0pzi4 m3Dwoz]J2 nFC/s/s2 tu5tx?os3ymi3XK5 HL, b4fxl ML se5goxEym1uJ5 h9lozl N7mtx6gu4 namic3Li n8qdt4nzk5."
278,Irish,Tá an ML  déanta den chóimhiotal alúmanaim céanna is atá an fráma is foirfe HL agus tá fánphíobán éadrom ann atá muilleáilte chun an cumhacht optamach a sholáthar. Leagan na bhfear. 
278,Italian,Il modello ML è realizzato nella medesima lega di alluminio utilizzata per il telaio HL alto di gamma ed è dotato di un tubo obliquo leggero con un diametro che consente di offrire la resistenza ottimale. Modello da uomo.
278,Kannada,?????????? ???? ??????????? HL ?????? ??????? ?????????? ??????? ML ?????? ????? ???? ???????? ????????? ??????? ??????? ?????? ???????????.  
278,Kazakh,?? ????? HL ?????????? ?????? ???????? ?????????? ???????? ML ?????????? ????? ??????? ?????? ?? ?????? ???????? ???? ??????? ?????????? ??????. ??????? ????????.
278,Konkani,"???? ???? HL ?????? ???????? ?????? ????????? ????? ???? ??????, ML ??? ????????? ????????? ???? ?????? ????? ???? ???????? ????? ?? ??? ????? ????? ??????????? ???. ?????????? ???????.    "
278,Korean,??? HL ???? ??? ???? ??? ???? ML ???? ??? ??? ??? ? ?? ??? ??? ?? ??? ???? ?? ??? ??????. (???)
278,Latvian,"ML ir izgatavots no t?da paša alum?nija sakaus?juma k? m?su augst?k?s klases HL r?mis, un tam ir viegla apakš?j? caurule ar teicamu diametru, kas nodrošina optim?lu stipr?bu. Paredz?ts v?riešiem."
278,Lithuanian,"Pagamintas iš tokio pat aliuminio lydinio, kaip ir geriausi HL r?mai, ML yra lengvas apatinis r?mo vamzdis, apdirbtas stakl?mis iki tobulo skersmens, kad b?t? optimalaus stiprumo. Vyriška versija."
278,Luxenbourgish,"Den ML-Kader ass aus der selwechter Aluminumskomposition wéi eisen Top-HL-Kader, an huet een liichten Tube mat engem perfekten Duerchmiesser fir eng optimal Stabilitéit. Versioun fir Männer."
278,Macedonian,"????????? ?? ?????? ???????????? ?????? ???? ? ?????? ????? HL ?????, ML ??????? ???????? ????? ??????? ????? ?????????? ?? ?????????? ????????? ?? ????????? ???????????. ????? ???????. "
278,Malaysian,"Diperbuat daripada aloi aluminium yang sama dengan keluaran rangka HL terunggul kami, ML mencirikan tiub ke bawah yang ringan yang ditempa ke diameter tepat untuk kekuatan optimum. Versi lelaki."
278,Maori,"Ko t?tahi ?huatanga o te ML he p? whakaheke m?m? te taumaha i waihangatia kia tino tika rawa atu te rangiwhiti kia tino kaha rawa atu ai. Kia m?hio mai kua hang? t?nei ki taua p?hi konganuku konumohe an? i mahia ai t? m?tou tino anga, ar?, ko te HL. Ko t? te t?ne whakaaturanga t?nei."
278,Marathi,?????? ????????? ???????? ??????????? ????????????? ????????????? HL ?????????????? ????????? ML ?? ??????????????? ??????????? ?????? ?????????? ???? ???? ???????????? ??? ?????? ?????????????? ?????? ?????? ????-????? ???.
278,Nepali,"?????? ?? ????? ?????? HL ??????? ?????? ???? ????????? ?????? ?????, ML ?? ??????????? ?????? ?? ????????? ???? ???? ????? ???? ????? ?????? ?????. ?????????? ????????."
278,Norwegian,"ML er laget av den samme aluminiumslegeringen som vår toppmodell, HL-rammen, og har et lett underrør som er frest til den perfekte diameteren for optimal styrke. Herremodell."
278,Nynorsk,"ML er laga av den same aluminiumslegeringa som toppmodellen vår, HL-ramma, og har eit lett underrøyr som er frest til den perfekte diameteren for optimal styrke. Herremodell."
278,Pashto,"ML ? ??? ????????  ???????? ??? ??? ??? ? ??? ?? ?? ????? ?? ???? ????  ????? HL ??? ???? ML ? ??? ??? ?? ? ??????? ???? ? ????? ??? ? ???? ??? ? ?? ?????? ????????? ??. ? ?????? ?????"
278,Polish,"Wykonana z tego samego stopu aluminium, co najbardziej zaawansowana rama HL, rama ML zawiera lekk? rur? doln?, której ?rednic? dobrano pod k?tem optymalnej wytrzyma?o?ci. Wersja m?ska."
278,Portuguese (European),"Feita a partir da mesma liga de alumínio que a nossa estrutura HL topo de gama, a ML apresenta um espigão de selim leve com o diâmetro perfeito para níveis de desempenho óptimos. Versão masculina."
278,Punjabi,"????????? ?? ??? ????? ??? ??? ????? ???, ??? ??? ???? ?? ??? ???? HL ????? ???? ????? ??, ML ???? ????-???? ?? ???? ??? ?? ??? ?????? ?????? ??? ????? ??????? ???? ????? ??? ?????? ?? ???????"
278,Quecha,"HL siqipi akllasqa sumaq aluminyupi hinam, ML pipas kantaq huk mana llasaq tubu ruyru kuchusqa ancha qaqay. Qarikunapaq."
278,Romanian,"Realizat din acela?i aliaj de aluminiu ca ?i performantul nostru cadru HL, ML dispune de o por?iune descendent? u?oar? a cadrului, frezat? la diametrul ideal pentru o rezisten?? optim?. Versiune pentru biciclete b?rb?te?ti."
278,Rumansh,"Il rom ML or dal medem liament d'aluminium sco il rom HL da qualitad superiura, dispona d'in bischen lev cun in diameter perfetg per ina stabilitad optimala. Versiun per umens."
278,Russian,"????????? ?? ???? ?? ???????????? ??????, ??? ? ????? ?????? — ?????? HL, ???? ML ??????????????? ?????? ?????? ?????? ????, ??????????????? ?? ?????????? ????????, ??????????????? ??????????? ?????????. ??????? ??????."
278,Serbian - Cyrillic,"????????? ?? ???? ?????? ??????????? ??? ? ??? ???????? HL ???, ML ????????? ????? ???? ? ???????? ???????? ?? ???????? ?????. ????? ???????."
278,Serbian - Latin,"Napravljen od iste legure aluminijuma kao i naš vrhunski HL ram, ML raspolaže lakom cevi i idealnim promerom za savršenu snagu. Muška verzija."
278,Slovak,"Rám ML je vyrobený z rovnakej zliatiny hliníka ako náš najlepší rad rámov HL a vyniká ?ahkou spodnou rámovou rúrkou, ktorá v?aka vytvarovaniu do perfektného priemeru zaru?uje ideálnu pevnos?. Pánska verzia."
278,Slovenian,"Okvir ML ima izjemno lahko spodnjo cev s premerom, ki omogo?a najve?jo trdnost, in je narejen iz enake aluminijeve zlitine kot okvir najvišjega razreda HL. Moška razli?ica."
278,Spanish,"De la misma aleación de aluminio que nuestro cuadro HL de gama superior, el ML incluye un tubo descendente ligero cortado en un diámetro perfecto para una fuerza óptima. Para hombres."
278,Swahili,"Kwa kuwa imeundwa toka kwa aloi moja ya alumini kama fremu yetu ya hali ya juu ya HL,  ML ina tyubu ya chini yenye uzani mdogo iliyotengezwa kwa upana unaofaa kwa nguvu bora. Toleo la wanaume."
278,Swedish,ML-lättviktsramen som är tillverkad av samma aluminiumlegering som vår bästa HL-ram och är utformad för optimal styrka. Herrmodell.
278,Tamil,"????????? ??????? HL ????????? ???? ??? ???????? ?????? ?????????? ????????????????????, ??????????? ?????????? ?????? ???????? ????????? ??????????? ????? ?????????? ?????? ML ???????????. ??????????? ??????."
278,Telugu,?? ?????????? HL ?????? ?????? ??? ??????????? ?????? ?????? ?????? ML  ??????? ??????? ???? ????????? ?????????? ???? ??????? ???????? ????-?????? ?????????? ????.   ??????? ???????.
278,Tswana,"E dirilwe ka motswakotshipi wa aluminiamo o o tshwanang le wa foreimi ya rona ya HL ya maemo-a-godimo, ML e na le tšhupu-tlase e e boimatlhofo e e dirilweng go nna le molagare o o siametseng maatla a a magolo. Mofuta wa banna.  "
278,Ukrainian,"???? ????? ML ?????????????? ? ???????????? ??????, ?? ???????????????? ??? ??? ???????????? ??? ????????? ????? HL. ??????????? ???????????? ????? ??? ??? ???????????? ?? ????????, ?? ?????????? ?????????? ????????. ?????? ??? ?????????."
278,Urdu,"????? ???? ?? ???? HL ???? ?? ??? ????? ??????? ????? ????? ?? ???? ???? ML ??? ??? ???? ???? ???? ?? ?????? ??? ???? ?? ?? ????? ???? ?? ??? ???? ??? ??? ??? ??? ??? ????? ?? ?????"
278,Vietnamese,"????c la?m t?? h??p kim nhôm giô?ng v??i khung HL châ?t l???ng ha?ng ?â?u, khung ML co? ???c ?iê?m la? thanh ???ng nhe? v??i ????ng ki?nh phu? h??p nhâ?t nh??m ?a?m ba?o ?ô? bê?n tô?i ?u. Kiê?u xe nam."
278,Welsh,"Wedi ei wneud o'r un aloi alwminiwm â'n ffrâm HL blaenaf, mae'r ML yn cynnwys tiwb lawr ysgafn wedi ei lifanu i'r diamedr perffaith ar gyfer cryfder optimaidd. Fersiwn dynion."
278,Zulu,"Yakhiwe ngengxube yensimbi ye-aluminiyamu efana neyefremu lethu le HL elisezingeni eliphezulu, i ML ineshubhu eliphansi elinesisindo esilula elenziwe laba idayamitha ekahle ukunika amandla amakhulu. Isihumusho sabesilisa."
279,Afrikaans,"Die LL-raam bied ’n veilige, gemaklike rit, terwyl dit met ’n waarde-vir-geld aluminiumraam voortreflike stampabsorpsie verskaf."
279,Albanian,"Trupi LL prej alumini, ofron një ngarje të rehatshme dhe të sigurt, një amortizim të shkëlqyer të goditjeve, për një raport shumë të mirë cilësi-çmim."
279,Basque,"LL koadroak gidatze-esperientzia segurua eta erosoa eskaintzen dizu, baita kolpeen indargetze handiagoa ere, prezio bikaineko aluminiozko markoari esker."
279,Bosnian (Cyrillic),"LL ??? ????? ??????? ? ?????? ?????, ??? ? ?????????? ?????????? ????????? ?? ?????????? ?????? ?????????????? ????."
279,Bosnian (Latin),"LL ram pruža sigurnu i udobnu vožnju, kao i prvoklasnu apsorpciju neravnina uz ekonomi?nu cijenu aluminijumskog rama."
279,Brazilian,O quadro LL proporciona uma condução segura e confortável enquanto oferece uma absorção de impacto excepcional em um quadro de alumínio a um preço vantajoso.
279,Bulgarian,"????????? ?????????? LL ????? ????????? ????????? ? ?????? ??????????, ???? ?????????? ??-????? ??????????? ?? ???????????? ?? ????."
279,Catalan,El quadre LL permet una conducció segura i còmoda i presenta un esmorteïment de sotragades excel·lent en un quadre d'alumini amb un preu assequible.
279,Chinese - Hongkong,LL ??????????????????????????????????
279,Chinese - Trad,LL ???????????????????????????????????????
279,Croatian,Cjenovno pristupa?an aluminijski okvir LL pruža sigurnu i udobnu vožnju uz vrhunsku apsorpciju neravnina.
279,Czech,Hliníkový rám LL poskytuje bezpe?nou pohodlnou jízdu a nabízí nejlepší tlumení náraz? za rozumnou cenu.
279,Danish,LL-aluminiumstellet til en god pris giver en sikker og komfortabel cykeloplevelse med uovertruffen stødabsorbering.
279,Dutch,Het aluminium LL-frame zorgt voor veilig en comfortabel fietsen en combineert superieure schokabsorptie met een voordelige prijs.
279,Estonian,"LL-raam tagab turvalise ja mugava sõidu, pakkudes põrutustneelduvat väärtuspõhise hinnaga alumiiniumraami."
279,Farsi,"???? LL? ?????? ????? ???? ? ????? ?? ???? ??? ?? ?????? ?? ????? ? ?? ??? ??? ??? ???? ?????????? ?? ????? ?? ?????? ???? ???? ??? ?????? ?? ???? ??? ??????? ???????? ???."
279,Finnish,Kohtuuhintainen LL-alumiinirunko takaa turvallisen ja mukavan ajon sekä erinomaisen iskunvaimennuksen.
279,Galician,"O cadro LL proporciona unha condución da bicicleta segura e confortable, ao mesmo tempo que ofrece unha absorción dos impactos fenomenal nun cadro de aluminio de boa relación calidade-prezo."
279,Greek,"?? LL ????????? ???????? ??? ????? ???? ??????? ????? ??? ?????????? ?????????? ??? ?????????, ?? ??? ??????? ?????????? ?? ???? ????? ?????-????????."
279,Gujrati,"???????? ???? ?????? ??????????? ????? ?????? ???????? ???? ??????????? ?????? ?????, LL ????? ???????? ???????? ????? ???? ???? ??. "
279,Hindi,"LL ?????, ???? ????? ??? ?? ????? ?? ???? ?? ?????? ?? ??? ?? ??? ???? ???? ??????????? ????? ???, ?? ???????? ?? ???????? ????? ???? ??. "
279,Hungarian,"Az LL váz egy kedvez? árú alumíniumváz, amely biztonságos és kényelmes utazást biztosít, ugyanakkor kiemelked? módon nyeli el az útegyenetlenségeket."
279,Icelandic,LL-stellið er þægilegt og á góðu verði. Góð höggdeyfing.
279,Indonesian,"Rangka LL memberikan kenyamanan dan keamanan bersepeda, sekaligus menyediakan peredam kejut superior pada rangka aluminium dengan harga murah."
279,Inuktitut,"x?lz LL x5b3Nq5gu4 wlx6gu4 wq3Ctx3D8N6tymJ6, Sv6b3Nq5goxEymJ6 nFC/4noxaym]JZu tuz xrr5g4n/6."
279,Irish,Soláthraíonn an fráma LL rothaíocht shlán chompordach. Maolaíonn an fráma alúmanaim turraingí agus tá sé á thairiscint ar phraghas maith. 
279,Italian,"Il telaio LL in alluminio consente una guida confortevole, assorbimento d'urto eccellente per un ottimo rapporto tra qualità e prezzo."
279,Kannada,???? ????? ????????? ???????? ????? ????????? ???????????? ?????? ??????? LL ?????? ???????? ????? ???????? ???????? ????? ?????????. 
279,Kazakh,"LL ??????? ???????? ??? ???????? ???????????? ?????? ?????? ?????????? ?????????????? ???????????? ?????????? ??? ??????, ???????? ????? ?????? ???????."
279,Konkani,"LL ????? ???????? ??????? ????? ????? ????, ??????? ????? ?????? ?????? ???????? ????????? ??? ???? ????? ????."
279,Korean,???? ??? ?? ??? ???? LL ???? ??? ?? ?? ??? ?? ?? ??? ??? ???? ??????.
279,Latvian,"LL r?mis nodrošina drošu un ?rtu braukšanu un amortiz? triecienus, pieš?irot alum?nija r?mim papildu v?rt?bu."
279,Lithuanian,Už kokyb? ?vertintas LL aliumininis r?mas užtikrina saug? bei patog? važiavim? ir geresn? sm?gi? absorbcij? 
279,Luxenbourgish,"Mat dem LL-Kader fuert Dir sécher a komfortabel, a profitéiert vun engem gënschtegen Aluminiumskader, deen Stéiss optimal absorbéiert."
279,Macedonian,"LL ??????? ?????????? ??????? ? ?????? ??????, ??????? ?????????? ?????????? ?? ??????????? ?? ????? ??????? ?? ?? ??????? ?????? ?? ???????? ?? ?????????????? ?????."
